Good/0000.jpg 1 0 0 567 179
Good/0001.jpg 1 0 0 634 148
Good/0002.jpg 1 0 0 344 92
Good/0003.jpg 1 0 0 344 75
Good/0004.jpg 1 0 0 424 108
Good/0005.jpg 1 0 0 480 90
Good/0006.jpg 1 0 0 402 82
Good/0007.jpg 1 0 0 444 94
Good/0008.jpg 1 0 0 444 95
Good/0009.jpg 1 0 0 388 94
Good/0010.jpg 1 0 0 388 94
Good/0011.jpg 1 0 0 388 82
Good/0012.jpg 1 0 0 388 82
Good/0013.jpg 1 0 0 388 82
Good/0014.jpg 1 0 0 394 83
Good/0015.jpg 1 0 0 366 76
Good/0016.jpg 1 0 0 334 75
Good/0017.jpg 1 0 0 281 58
Good/0018.jpg 1 0 0 265 57
Good/0019.jpg 1 0 0 241 49
Good/0020.jpg 1 0 0 258 49
Good/0021.jpg 1 0 0 226 51
Good/0022.jpg 1 0 0 516 113
Good/0023.jpg 1 0 0 407 87
Good/0024.jpg 1 0 0 405 80
Good/0025.jpg 1 0 0 401 85
Good/0026.jpg 1 0 0 386 78
Good/0027.jpg 1 0 0 380 78
Good/0028.jpg 1 0 0 408 91
Good/0029.jpg 1 0 0 357 79
Good/0030.jpg 1 0 0 405 85
Good/0031.jpg 1 0 0 379 83
Good/0032.jpg 1 0 0 403 81
Good/0033.jpg 1 0 0 651 127
Good/0034.jpg 1 0 0 633 133
Good/0035.jpg 1 0 0 624 124
Good/0036.jpg 1 0 0 649 124
Good/0037.jpg 1 0 0 665 127
Good/0038.jpg 1 0 0 632 121
Good/0039.jpg 1 0 0 653 139
Good/0040.jpg 1 0 0 663 139
Good/0041.jpg 1 0 0 662 139
Good/0042.jpg 1 0 0 363 85
Good/0043.jpg 1 0 0 442 90
Good/0044.jpg 1 0 0 368 79
Good/0045.jpg 1 0 0 383 73
Good/0046.jpg 1 0 0 279 53
Good/0047.jpg 1 0 0 717 142
Good/0048.jpg 1 0 0 626 141
Good/0049.jpg 1 0 0 634 136
Good/0050.jpg 1 0 0 828 167
Good/0051.jpg 1 0 0 692 134
Good/0052.jpg 1 0 0 959 177
Good/0053.jpg 1 0 0 583 141
Good/0054.jpg 1 0 0 523 123
Good/0055.jpg 1 0 0 526 111
Good/0056.jpg 1 0 0 484 105
Good/0057.jpg 1 0 0 493 105
Good/0058.jpg 1 0 0 487 103
Good/0059.jpg 1 0 0 523 103
Good/0060.jpg 1 0 0 543 107
Good/0061.jpg 1 0 0 513 108
Good/0062.jpg 1 0 0 465 92
Good/0063.jpg 1 0 0 474 97
Good/0064.jpg 1 0 0 479 99
Good/0065.jpg 1 0 0 519 105
Good/0066.jpg 1 0 0 519 117
Good/0067.jpg 1 0 0 508 105
Good/0068.jpg 1 0 0 545 119
Good/0069.jpg 1 0 0 559 138
Good/0070.jpg 1 0 0 551 131
Good/0071.jpg 1 0 0 514 118
Good/0072.jpg 1 0 0 444 97
Good/0073.jpg 1 0 0 472 96
Good/0074.jpg 1 0 0 439 100
Good/0075.jpg 1 0 0 401 99
Good/0076.jpg 1 0 0 434 101
Good/0077.jpg 1 0 0 441 102
Good/0078.jpg 1 0 0 310 72
Good/0079.jpg 1 0 0 373 85
Good/0080.jpg 1 0 0 395 94
Good/0081.jpg 1 0 0 359 87
Good/0082.jpg 1 0 0 366 73
Good/0083.jpg 1 0 0 395 76
Good/0084.jpg 1 0 0 486 104
Good/0085.jpg 1 0 0 494 104
Good/0086.jpg 1 0 0 504 104
Good/0087.jpg 1 0 0 495 104
Good/0088.jpg 1 0 0 524 107
Good/0089.jpg 1 0 0 524 107
Good/0090.jpg 1 0 0 489 104
Good/0091.jpg 1 0 0 453 103
Good/0092.jpg 1 0 0 481 100
Good/0093.jpg 1 0 0 493 100
Good/0094.jpg 1 0 0 515 106
Good/0095.jpg 1 0 0 547 113
Good/0096.jpg 1 0 0 816 165
Good/0097.jpg 1 0 0 434 85
Good/0098.jpg 1 0 0 483 107
Good/0099.jpg 1 0 0 504 108
Good/0100.jpg 1 0 0 479 96
Good/0101.jpg 1 0 0 507 107
Good/0102.jpg 1 0 0 456 95
Good/0103.jpg 1 0 0 469 89
Good/0104.jpg 1 0 0 453 92
Good/0105.jpg 1 0 0 405 81
Good/0106.jpg 1 0 0 452 101
Good/0107.jpg 1 0 0 450 90
Good/0108.jpg 1 0 0 439 94
Good/0109.jpg 1 0 0 538 103
Good/0110.jpg 1 0 0 590 105
Good/0111.jpg 1 0 0 520 98
Good/0112.jpg 1 0 0 619 120
Good/0113.jpg 1 0 0 670 134
Good/0114.jpg 1 0 0 589 108
Good/0115.jpg 1 0 0 530 102
Good/0116.jpg 1 0 0 373 76
Good/0117.jpg 1 0 0 531 101
Good/0118.jpg 1 0 0 521 90
Good/0119.jpg 1 0 0 473 90
Good/0120.jpg 1 0 0 482 90
Good/0121.jpg 1 0 0 444 90
Good/0122.jpg 1 0 0 428 83
Good/0123.jpg 1 0 0 353 70
Good/0124.jpg 1 0 0 388 80
Good/0125.jpg 1 0 0 359 70
Good/0126.jpg 1 0 0 372 76
Good/0127.jpg 1 0 0 358 77
Good/0128.jpg 1 0 0 365 77
Good/0129.jpg 1 0 0 375 70
Good/0130.jpg 1 0 0 366 71
Good/0131.jpg 1 0 0 342 63
Good/0132.jpg 1 0 0 362 68
Good/0133.jpg 1 0 0 369 77
Good/0134.jpg 1 0 0 353 73
Good/0135.jpg 1 0 0 343 65
Good/0136.jpg 1 0 0 349 73
Good/0137.jpg 1 0 0 351 73
Good/0138.jpg 1 0 0 718 150
Good/0139.jpg 1 0 0 427 85
Good/0140.jpg 1 0 0 427 76
Good/0141.jpg 1 0 0 422 83
Good/0142.jpg 1 0 0 373 75
Good/0143.jpg 1 0 0 385 75
Good/0144.jpg 1 0 0 506 97
Good/0145.jpg 1 0 0 549 124
Good/0146.jpg 1 0 0 537 130
Good/0147.jpg 1 0 0 509 121
Good/0148.jpg 1 0 0 494 115
Good/0149.jpg 1 0 0 484 115
Good/0150.jpg 1 0 0 473 98
Good/0151.jpg 1 0 0 484 115
Good/0152.jpg 1 0 0 452 116
Good/0153.jpg 1 0 0 424 106
Good/0154.jpg 1 0 0 444 112
Good/0155.jpg 1 0 0 440 104
Good/0156.jpg 1 0 0 450 107
Good/0157.jpg 1 0 0 616 144
Good/0158.jpg 1 0 0 566 132
Good/0159.jpg 1 0 0 575 132
Good/0160.jpg 1 0 0 594 132
Good/0161.jpg 1 0 0 562 125
Good/0162.jpg 1 0 0 576 131
Good/0163.jpg 1 0 0 599 129
Good/0164.jpg 1 0 0 614 109
Good/0165.jpg 1 0 0 583 109
Good/0166.jpg 1 0 0 583 109
Good/0167.jpg 1 0 0 583 113
Good/0168.jpg 1 0 0 599 113
Good/0169.jpg 1 0 0 557 111
